time,ghi,ghi_clear_sky,day,GHI_daily_max_clearsky,GHI_percent_wrt_max
2023-06-02 11:10:00,898.0,821.7629043577928,2023-06-02,936.8155129408908,95.85665348142672
2023-06-02 11:20:00,923.0,837.9327292078726,2023-06-02,936.8155129408908,98.5252685560767
2023-06-02 11:30:00,942.0,852.9674001520124,2023-06-02,936.8155129408908,100.55341601281069
2023-06-02 11:40:00,893.0,866.837947501251,2023-06-02,936.8155129408908,95.32293046649674
2023-06-02 11:50:00,953.0,879.51766627887,2023-06-02,936.8155129408908,101.72760664565664
2023-06-02 12:00:00,955.0,890.9821652268754,2023-06-02,936.8155129408908,101.94109585162865
2023-06-02 12:10:00,972.0,901.2094038314948,2023-06-02,936.8155129408908,103.75575410239064
2023-06-02 12:20:00,979.0,910.1797341694036,2023-06-02,936.8155129408908,104.5029663232926
2023-06-02 12:30:00,1000.0,917.8759344354208,2023-06-02,936.8155129408908,106.74460298599858
2023-06-02 12:40:00,1014.0,924.2832392677522,2023-06-02,936.8155129408908,108.23902742780255
2023-06-02 12:50:00,1012.0,929.3893658555236,2023-06-02,936.8155129408908,108.02553822183056
2023-06-02 13:00:00,1006.0,933.1845357267464,2023-06-02,936.8155129408908,107.38507060391458
2023-06-02 13:10:00,1006.0,935.6614921340528,2023-06-02,936.8155129408908,107.38507060391458
2023-06-02 13:20:00,1006.0,936.8155129408908,2023-06-02,936.8155129408908,107.38507060391458
2023-06-02 13:30:00,1002.0,936.6444192473566,2023-06-02,936.8155129408908,106.95809219197058
2023-06-02 13:40:00,998.0,935.1485787862524,2023-06-02,936.8155129408908,106.5311137800266
2023-06-02 13:50:00,999.0,932.330905624649,2023-06-02,936.8155129408908,106.63785838301258
2023-06-02 14:00:00,996.0,928.1968547856384,2023-06-02,936.8155129408908,106.3176245740546
2023-06-02 14:10:00,988.0,922.7544124569912,2023-06-02,936.8155129408908,105.4636677501666
2023-06-02 14:20:00,980.0,916.0140816963968,2023-06-02,936.8155129408908,104.6097109262786
2023-06-02 14:30:00,967.0,907.9888636868347,2023-06-02,936.8155129408908,103.22203108746064
2023-06-02 14:40:00,951.0,898.6942346104515,2023-06-02,936.8155129408908,101.51411743968464
2023-06-02 14:50:00,943.0,888.1481189784924,2023-06-02,936.8155129408908,100.66016061579668
2023-06-02 15:00:00,933.0,876.3708551135951,2023-06-02,936.8155129408908,99.59271458593668
2023-06-02 15:10:00,916.0,863.385163735289,2023-06-02,936.8155129408908,97.77805633517472
2023-06-02 15:20:00,898.0,849.2161056550678,2023-06-02,936.8155129408908,95.85665348142672
2023-06-02 15:30:00,881.0,833.8910391692121,2023-06-02,936.8155129408908,94.04199523066475
2023-06-02 15:40:00,860.0,817.4395732911961,2023-06-02,936.8155129408908,91.80035856795878
2023-06-02 15:50:00,839.0,799.8935177687457,2023-06-02,936.8155129408908,89.55872190525281
2023-06-02 16:00:00,823.0,781.2868301540849,2023-06-02,936.8155129408908,87.85080825747684
2023-06-02 16:10:00,805.0,761.6555603656572,2023-06-02,936.8155129408908,85.92940540372886
2023-06-02 16:20:00,780.0,741.0377945674259,2023-06-02,936.8155129408908,83.2607903290789
2023-06-02 16:30:00,756.0,719.4735905154288,2023-06-02,936.8155129408908,80.69891985741494
2023-06-02 16:40:00,731.0,697.0049259712475,2023-06-02,936.8155129408908,78.03030478276497
2023-06-02 16:50:00,708.0,673.6756333829828,2023-06-02,936.8155129408908,75.575178914087
2023-06-02 17:00:00,680.0,649.5313425199118,2023-06-02,936.8155129408908,72.58633003047903
2023-06-02 17:10:00,656.0,624.619424307647,2023-06-02,936.8155129408908,70.02445955881507
2023-06-02 17:20:00,625.0,598.9889390645963,2023-06-02,936.8155129408908,66.71537686624912
2023-06-02 17:30:00,595.0,572.6905915895107,2023-06-02,936.8155129408908,63.51303877666916
2023-06-02 17:40:00,574.0,545.7766964005701,2023-06-02,936.8155129408908,61.27140211396319
2023-06-02 17:50:00,533.0,518.3011595054651,2023-06-02,936.8155129408908,56.894873391537246
2023-06-02 18:00:00,496.0,490.3194718502274,2023-06-02,936.8155129408908,52.9453230810553
